"24","21201","MD","BALTIMORE",76.625203,39.29463,16256,0.0034 
"24","21202","MD","BALTIMORE",76.607499,39.299844,28656,0.005993 
"24","21204","MD","EUDOWOOD",76.603224,39.402517,37257,0.007792 
"24","21205","MD","BALTIMORE",76.579915,39.300871,23763,0.00497 
"24","21206","MD","BALTIMORE",76.541135,39.336494,52114,0.010899 
"24","21207","MD","GWYNN OAK",76.734064,39.329628,76002,0.015895 
"24","21208","MD","PIKESVILLE",76.729013,39.376359,27723,0.005798 
"24","21209","MD","BALTIMORE",76.674431,39.371622,20673,0.004324 
"24","21210","MD","BALTIMORE",76.632099,39.350727,12581,0.002631 
"24","21211","MD","BALTIMORE",76.633625,39.331642,19797,0.00414 
"24","21212","MD","BALTIMORE",76.609989,39.362571,35680,0.007462 
"24","21213","MD","BALTIMORE",76.581012,39.312667,47171,0.009865 
"24","21214","MD","BALTIMORE",76.564375,39.35206,20949,0.004381
